Date,Price,Open,High,Low,Vol.,Change %
11/30/2018,138.9,136,143.1,134.42,,3.31%
12/1/2018,138.9,138.9,138.9,138.9,,0.00%
12/3/2018,139.15,138.65,139.35,135.7,,0.18%
12/4/2018,139.1,139.2,139.6,137.55,,-0.04%
12/5/2018,139.6,138.6,139.9,137.25,,0.36%
12/6/2018,139.725,139.475,139.775,137.675,,0.09%
12/7/2018,139.775,139.675,139.975,138.025,,0.04%
12/8/2018,139,139,139,139,,-0.55%
12/10/2018,139.8,139.2,139.9,135.05,,0.58%
12/11/2018,139.8,139.8,140.05,135.1,,0.00%
12/12/2018,139.85,139.75,140,135,,0.04%
12/13/2018,139,139.3,139.42,137.8,,-0.61%
12/14/2018,139.85,139.85,139.95,139.21,,0.61%
12/15/2018,139.15,139.15,139.15,139.15,,-0.50%
12/17/2018,139.85,139.85,139.85,139.65,,0.50%
12/18/2018,139.85,139.85,139.85,138.2,,0.00%
12/19/2018,139.875,139.825,139.875,139.185,,0.02%
12/20/2018,139.875,139.875,139.875,139.625,,0.00%
12/21/2018,139.81,139.95,140,139.25,,-0.05%
12/22/2018,139.05,139.05,139.05,139.05,,-0.54%
12/24/2018,139.875,139.175,139.875,138.325,,0.59%
12/25/2018,139.875,139.875,139.875,139.875,,0.00%
12/26/2018,139.85,139.9,139.97,139.21,,-0.02%
12/27/2018,139.85,139.85,140.09,138.35,,0.00%
12/28/2018,139.9,139.8,139.96,138.05,,0.04%
12/29/2018,139.9,139.9,139.9,139.9,,0.00%
12/31/2018,139.8,140,140,138.25,,-0.07%
1/1/2019,139.8,139.8,139.8,139.8,0.11K,0.00%
1/2/2019,139.85,139.75,140.05,138.3,0.16K,0.04%
1/3/2019,139.85,139.85,140.04,138.35,1.50K,0.00%
1/4/2019,139.85,139.85,140,135.37,1.92K,0.00%
1/5/2019,139.85,139.85,139.85,139.85,,0.00%
1/7/2019,139.85,139.85,140,138.4,0.05K,0.00%
1/8/2019,139.875,139.825,139.975,138.365,0.16K,0.02%
1/9/2019,139.875,139.875,139.975,138.355,0.02K,0.00%
1/10/2019,139.875,139.875,140.925,138.325,1.11K,0.00%
1/11/2019,139.875,139.875,140.235,138.275,1.86K,0.00%
1/12/2019,139.875,139.875,139.875,139.875,,0.00%
1/14/2019,139.865,139.885,139.985,138.385,,-0.01%
1/15/2019,139.885,139.845,140.915,138.445,0.09K,0.01%
1/16/2019,139.885,139.885,139.965,138.425,1.34K,0.00%
1/17/2019,139.88,139.89,139.99,135.44,1.63K,0.00%
1/18/2019,139.88,139.88,139.97,138.35,1.83K,0.00%
1/19/2019,139.88,139.88,139.88,139.88,,0.00%
1/21/2019,139.85,139.13,139.98,138.41,0.64K,-0.02%
1/22/2019,139.875,139.825,140.365,138.515,1.60K,0.02%
1/23/2019,139.875,139.875,140.245,138.455,1.47K,0.00%
1/24/2019,139.875,139.875,139.995,138.425,1.13K,0.00%
1/25/2019,139.875,139.875,139.955,138.225,0.98K,0.00%
1/26/2019,139.875,139.875,139.875,139.875,,0.00%
1/28/2019,139.8,139.95,140.07,138.4,1.68K,-0.05%
1/29/2019,139.8,139.8,139.9,138.27,1.53K,0.00%
1/30/2019,139.735,139.865,140.095,138.335,1.45K,-0.05%
1/31/2019,139.3,140.17,140.53,138.3,1.30K,-0.31%
2/1/2019,139.525,139.075,139.685,138.255,0.98K,0.16%
2/2/2019,139.525,139.525,139.525,139.525,,0.00%
2/4/2019,139.6,139.45,140.02,138.29,0.88K,0.05%
2/5/2019,139.6,139.6,140.02,138.81,1.48K,0.00%
2/6/2019,139.55,139.65,139.65,138.23,1.87K,-0.04%
2/7/2019,139.575,139.525,139.625,138.205,1.39K,0.02%
2/8/2019,139.6,139.55,140,138.23,0.83K,0.02%
2/9/2019,139.6,139.6,139.6,139.6,,0.00%
2/11/2019,139.8,139.4,140.1,138.58,0.55K,0.14%
2/12/2019,139.8,139.8,140.08,138.6,1.07K,0.00%
2/13/2019,139.9,139.7,139.95,138.5,0.81K,0.07%
2/14/2019,139,139.55,139.55,138.15,0.70K,-0.64%
2/15/2019,139.9,139.9,139.98,138.4,0.57K,0.65%
2/16/2019,138.975,138.975,138.975,138.975,,-0.66%
2/18/2019,139.65,140.15,140.15,138.55,0.88K,0.49%
2/19/2019,139.875,139.425,140.025,138.525,1.38K,0.16%
2/20/2019,139.9,139.85,140.02,138.35,1.28K,0.02%
2/21/2019,139.8,140,140.82,138.35,1.30K,-0.07%
2/22/2019,139.725,139.875,140.815,138.405,0.47K,-0.05%
2/23/2019,139.725,139.725,139.725,139.725,,0.00%
2/25/2019,139.775,139.675,140.025,136.675,0.49K,0.04%
2/26/2019,138.7,139,139.4,137.75,0.41K,-0.77%
2/27/2019,139.825,139.825,140.325,138.925,0.77K,0.81%
2/28/2019,139.84,139.81,140.16,138.31,0.78K,0.01%
3/1/2019,138.625,139.055,139.375,137.485,0.86K,-0.87%
3/2/2019,138.625,138.625,138.625,138.625,,0.00%
3/4/2019,139.76,138.89,140.14,138.49,1.09K,0.82%
3/5/2019,139.8,139.72,140.83,138.4,1.82K,0.03%
3/6/2019,139.8,139.8,139.8,138.42,0.78K,0.00%
3/7/2019,139.825,139.775,139.835,138.395,0.88K,0.02%
3/8/2019,139.75,139.9,140.51,138.45,0.89K,-0.05%
3/9/2019,139.75,139.75,139.75,139.75,,0.00%
3/11/2019,139.735,139.015,139.865,138.365,0.72K,-0.01%
3/12/2019,139.875,138.425,139.925,138.425,1.49K,0.10%
3/13/2019,139.875,138.425,139.955,138.425,1.58K,0.00%
3/14/2019,139.85,138.63,140.81,138.63,1.88K,-0.02%
3/15/2019,139.85,138.85,140.35,138.85,1.39K,0.00%
3/16/2019,139.85,139.85,139.85,139.85,,0.00%
3/18/2019,140.075,139.225,140.815,138.925,0.82K,0.16%
3/19/2019,140.1,138.9,140.81,138.9,1.44K,0.02%
3/20/2019,140.135,140.065,140.815,138.865,0.55K,0.02%
3/21/2019,140.175,138.925,140.455,138.825,1.27K,0.03%
3/22/2019,140.25,139.05,140.9,139.05,1.29K,0.05%
3/23/2019,139.625,139.625,139.625,139.625,,-0.45%
3/25/2019,140.6,139.3,140.65,139.1,1.24K,0.70%
3/26/2019,140.6,140.6,140.63,139.3,1.38K,0.00%
3/27/2019,140.575,139.375,140.625,139.375,1.97K,-0.02%
3/28/2019,140.575,139.375,140.625,139.085,1.82K,0.00%
3/29/2019,140.8,139.3,140.9,139.3,1.87K,0.16%
3/30/2019,140.8,140.8,140.8,140.8,,0.00%
4/1/2019,140.85,140.75,141.04,138.55,0.99K,0.04%
4/2/2019,140.3,141.1,141.45,139.65,0.91K,-0.39%
4/3/2019,141.65,140.25,141.8,139.6,0.99K,0.96%
4/4/2019,141.575,140.575,141.825,139.675,1.29K,-0.05%
4/5/2019,141.45,141.55,141.83,139.8,1.03K,-0.09%
4/6/2019,141.45,141.45,141.45,141.45,,0.00%
4/8/2019,141.6,141,141.7,139.3,0.96K,0.11%
4/9/2019,141.625,141.575,141.725,139.625,1.26K,0.02%
4/10/2019,141.625,141.175,141.675,141.175,1.12K,0.00%
4/11/2019,141.65,141.27,141.65,141.27,1.25K,0.02%
4/12/2019,141.5,141.37,142.16,141.37,0.84K,-0.11%
4/13/2019,141.5,141.5,141.5,141.5,,0.00%
4/15/2019,141.32,141.675,141.985,140.95,0.91K,-0.13%
4/16/2019,141.32,141.35,141.7,140.78,1.08K,0.00%
4/17/2019,141.32,141.05,141.69,140.825,0.91K,0.00%
4/18/2019,141.32,141.66,141.715,140.95,1.46K,0.00%
4/19/2019,141.35,140.95,141.68,140.95,1.80K,0.02%
4/20/2019,141.675,141.675,141.675,141.675,,0.23%
4/21/2019,141.35,141.675,141.675,141.675,,-0.23%
4/22/2019,141.32,141.675,141.68,140.97,1.43K,-0.02%
4/23/2019,141.32,140.97,141.715,140.95,1.41K,0.00%
4/24/2019,141.2,140.95,141.665,140.95,1.40K,-0.08%
4/25/2019,141.27,140.95,142.2,140.95,0.95K,0.05%
4/26/2019,141.3,140.95,141.66,140.95,0.62K,0.02%
4/27/2019,141.65,141.65,141.65,141.65,,0.25%
4/29/2019,141.25,140.95,141.67,140.95,0.29K,-0.28%
4/30/2019,141.3,140.95,141.74,140.925,0.80K,0.04%
5/1/2019,141.3,140.95,141.67,140.95,0.59K,0.00%
5/2/2019,141,140.95,141.655,140.875,0.66K,-0.21%
5/3/2019,140.9,140.9,141.63,140.9,0.65K,-0.07%
5/4/2019,141.45,141.45,141.45,141.45,,0.39%
5/6/2019,141,140.9,141.65,140.75,0.70K,-0.32%
5/7/2019,141,141.5,141.605,140.75,1.25K,0.00%
5/8/2019,141.2,141.5,141.605,140.7,1.26K,0.14%
5/9/2019,141.25,140.7,141.955,140.7,1.23K,0.04%
5/10/2019,141.25,140.7,141.675,140.7,1.02K,0.00%
5/11/2019,141.625,141.625,141.625,141.625,,0.27%
5/13/2019,141.25,140.95,141.655,140.95,0.72K,-0.26%
5/14/2019,141.35,140.95,141.685,140.95,0.61K,0.07%
5/15/2019,141.25,140.95,141.69,140.95,0.80K,-0.07%
5/16/2019,145.64,140.95,146.5,140.95,0.63K,3.11%
5/17/2019,147.5,140.95,148.655,140.56,0.28K,1.28%
5/18/2019,148.65,148.65,148.65,148.65,,0.78%
5/20/2019,147.79,143.93,151,143.93,0.26K,-0.58%
5/21/2019,151.5,146.77,152.535,146.74,0.28K,2.51%
5/22/2019,151.75,151.25,152.385,148.495,0.74K,0.17%
5/23/2019,150.75,151.25,152.385,148.495,0.56K,-0.66%
5/24/2019,151.75,150.8,152.185,148.495,0.43K,0.66%
5/25/2019,151.625,151.625,151.625,151.625,,-0.08%
5/27/2019,150.875,151.75,151.8,148.15,0.87K,-0.49%
5/28/2019,151.5,148.9,151.78,148.495,1.14K,0.41%
5/29/2019,150.75,148.65,151.72,148.495,1.55K,-0.50%
5/30/2019,150.795,148.9,151.285,147.15,1.17K,0.03%
5/31/2019,146.6,147.15,148.77,146.49,0.04K,-2.78%
6/1/2019,147.06,147.06,147.06,147.06,,0.31%
6/3/2019,147.6,147.35,148.52,146.775,0.02K,0.37%
6/4/2019,147.84,146.85,148.54,146.85,0.01K,0.16%
6/5/2019,150.885,146.95,151.26,146.95,0.02K,2.06%
6/6/2019,150.755,146.95,150.98,146.875,0.01K,-0.09%
6/7/2019,148,146.95,150.925,146.95,0.01K,-1.83%
6/8/2019,148.25,148.25,148.25,148.25,,0.17%
6/10/2019,151.25,150.5,151.685,148.375,0.21K,2.02%
6/11/2019,150.8,149.05,152.26,149.05,0.57K,-0.30%
6/12/2019,150.8,151.9,152.25,150.25,0.44K,0.00%
6/13/2019,152.25,150.38,153.52,150.38,0.61K,0.96%
6/14/2019,155,151.5,156.18,151.5,0.56K,1.81%
6/15/2019,156.09,156.09,156.09,156.09,,0.70%
6/17/2019,156.25,156,157.505,152.015,1.33K,0.10%
6/18/2019,155.4,155.8,157.41,151.94,1.82K,-0.54%
6/19/2019,156.25,155.8,157.485,152.015,0.52K,0.55%
6/20/2019,156.25,157.125,157.73,152.015,0.68K,0.00%
6/21/2019,156.25,155.88,157.47,155.65,1.26K,0.00%
6/22/2019,157.125,157.125,157.125,157.125,,0.56%
6/24/2019,156.5,156.35,157.485,152.015,0.64K,-0.40%
6/25/2019,156.7,155.85,157.45,152.015,1.39K,0.13%
6/26/2019,160.71,157.35,162.875,152.015,0.79K,2.56%
6/27/2019,163.5,161.03,164.25,156.9,0.71K,1.74%
6/28/2019,162.5,163.5,164.375,155.85,0.46K,-0.61%
6/29/2019,163.125,163.125,163.125,163.125,,0.38%
7/1/2019,161.59,157.1,164.03,152.015,0.02K,-0.94%
7/2/2019,155.66,158.65,163.125,155.9,0.02K,-3.67%
7/3/2019,156.75,156.4,164,155.65,0.05K,0.70%
7/4/2019,157.925,156.05,158.6,154.65,0.39K,0.75%
7/5/2019,158,155.15,158.75,155.03,0.60K,0.05%
7/6/2019,158,158,158,158,,0.00%
7/8/2019,158.5,158,164,155.73,1.48K,0.32%
7/9/2019,158.375,156.25,164,156.13,1.97K,-0.08%
7/10/2019,158.375,158.375,164,156.35,1.06K,0.00%
7/11/2019,158.8,158.375,159,157.15,1.38K,0.27%
7/12/2019,158.25,157.35,159.15,157.33,0.57K,-0.35%
7/13/2019,159.125,159.125,159.125,159.125,,0.55%
7/15/2019,159.05,159.125,160.125,156.28,0.86K,-0.05%
7/16/2019,159.05,159.525,160.525,156.28,1.59K,0.00%
7/17/2019,159.25,159.05,159.86,156.28,1.15K,0.13%
7/18/2019,159.5,159.1,160.15,156.28,0.78K,0.16%
7/19/2019,159.9,159.75,160.1,156.28,0.66K,0.25%
7/20/2019,159.95,159.95,159.95,159.95,,0.03%
7/22/2019,159.25,160.05,161.265,156.28,0.29K,-0.44%
7/23/2019,159.04,159.65,161.25,156.28,0.05K,-0.13%
7/24/2019,160,159.9,161.39,156.28,0.86K,0.60%
7/25/2019,159.8,159.95,161.365,156.28,1.59K,-0.12%
7/26/2019,160,159.5,161.265,159.45,1.54K,0.13%
7/27/2019,161,161,161,161,,0.63%
7/29/2019,160.25,159.8,161.265,156.28,0.58K,-0.47%
7/30/2019,160.625,159.7,161.215,156.28,0.68K,0.23%
7/31/2019,160.55,160.625,161.155,156.28,1.00K,-0.05%
8/1/2019,160.5,160.55,161.14,156.28,1.45K,-0.03%
8/2/2019,158.62,160.5,160.715,158.03,0.84K,-1.17%
8/3/2019,159.79,159.79,159.79,159.79,,0.74%
8/5/2019,160.25,158.55,160.65,157.4,1.11K,0.29%
8/6/2019,160.25,160.25,160.65,157.35,1.52K,0.00%
8/7/2019,159.75,157.65,160.665,157.1,1.18K,-0.31%
8/8/2019,159.875,157.4,160.65,156.95,0.68K,0.08%
8/9/2019,157.45,157.5,160.315,156.95,0.31K,-1.52%
8/10/2019,158,158,158,158,,0.35%
8/12/2019,160.25,157.95,160.265,157.5,0.95K,1.42%
8/13/2019,160.25,157.5,160.885,157.5,0.64K,0.00%
8/14/2019,160.25,157.5,160.88,157.5,0.52K,0.00%
8/15/2019,159.71,157.5,160.885,157.5,0.59K,-0.34%
8/16/2019,157.55,157.5,160.955,157.5,0.02K,-1.35%
8/17/2019,158.75,158.35,158.875,158.3,,0.76%
8/19/2019,160.125,160.25,160.895,157.75,0.87K,0.87%
8/20/2019,160.15,160.125,160.34,157.8,1.14K,0.02%
8/21/2019,160,157.85,160.88,157.6,1.38K,-0.09%
8/22/2019,159.5,157.6,160.88,156.65,1.51K,-0.31%
8/23/2019,159.5,156.65,160.88,156.43,0.37K,0.00%
8/24/2019,159.5,159.5,159.5,159.5,,0.00%
8/26/2019,159.625,156.9,159.75,156.875,0.59K,0.08%
8/27/2019,159.5,156.9,159.65,156.85,0.96K,-0.08%
8/28/2019,159.675,159.5,159.7,156.825,1.23K,0.11%
8/29/2019,157,156.9,160.88,156.875,0.76K,-1.68%
8/30/2019,156.8,157,157.625,156.4,0.36K,-0.13%
8/31/2019,157,157,157,157,,0.13%
9/2/2019,156,157,157.15,155.75,0.68K,-0.64%
9/3/2019,156,155.75,157.025,155.75,0.51K,0.00%
9/4/2019,156,155.85,157.015,155.6,0.52K,0.00%
9/5/2019,156.3,155.65,160.88,155.55,0.66K,0.19%
9/6/2019,156,155.95,157.15,155.65,0.36K,-0.19%
9/7/2019,156.5,156.5,156.5,156.5,,0.32%
9/9/2019,156,155.65,160.88,155.65,0.73K,-0.32%
9/10/2019,156,155.65,160.88,155.65,0.74K,0.00%
9/11/2019,156,155.65,156.915,155.55,0.45K,0.00%
9/12/2019,155.8,155.55,156.865,155.55,0.62K,-0.13%
9/13/2019,156.58,155.55,156.94,155.45,0.53K,0.50%
9/14/2019,156.58,156.58,156.58,156.58,,0.00%
9/16/2019,156,155.65,157.055,155.45,0.60K,-0.37%
9/17/2019,156,155.5,158.33,155.5,0.54K,0.00%
9/18/2019,156.3,155.73,156.97,155.65,0.73K,0.19%
9/19/2019,155.9,155.65,161,155.5,0.56K,-0.26%
9/20/2019,155.8,155.5,156.84,155.4,0.71K,-0.06%
9/21/2019,156.65,156.65,156.65,156.65,,0.55%
9/23/2019,156.15,155.5,156.935,155.5,0.59K,-0.32%
9/24/2019,155.5,155.53,156.84,155.45,0.47K,-0.42%
9/25/2019,156.15,155.55,156.825,155.55,1.32K,0.42%
9/26/2019,156.15,155.55,156.84,155.55,1.63K,0.00%
9/27/2019,156.2,156.825,156.85,155.55,2.00K,0.03%
9/28/2019,156.85,156.85,156.85,156.85,,0.42%
9/30/2019,156,155.6,156.95,155.58,0.60K,-0.54%
10/1/2019,156.15,155.7,156.9,155.7,0.39K,0.10%
10/2/2019,156,156.05,156.93,155.77,0.69K,-0.10%
10/3/2019,156.1,155.97,157,155.915,0.69K,0.06%
10/4/2019,156.45,155.97,156.99,155.685,0.71K,0.22%
10/5/2019,156.975,156.975,156.975,156.975,,0.34%
10/7/2019,156.25,156.1,157.205,155.9,1.46K,-0.46%
10/8/2019,156.18,156,157.295,155.975,2.04K,-0.04%
10/9/2019,156.01,156.05,156.955,155.795,1.10K,-0.11%
10/10/2019,155.9,155.85,157.11,155.775,1.57K,-0.07%
10/11/2019,155.85,155.9,156.895,155.675,2.19K,-0.03%
10/12/2019,156.675,156.675,156.675,156.675,,0.53%
10/14/2019,155.8,156.675,156.775,155.55,0.57K,-0.56%
10/15/2019,155.85,155.6,156.79,155.595,0.64K,0.03%
10/16/2019,155.75,155.85,156.805,155.675,0.65K,-0.06%
10/17/2019,155.9,155.75,156.85,155.44,0.68K,0.10%
10/18/2019,155.75,155.58,156.755,155.515,0.78K,-0.10%
10/19/2019,156.375,156.375,156.375,156.375,,0.40%
10/21/2019,155.8,155.47,156.74,155.45,1.38K,-0.37%
10/22/2019,155.7,156.4,156.975,155.25,1.99K,-0.06%
10/23/2019,155.45,155.25,156.675,155.25,1.93K,-0.16%
10/24/2019,154.7,155.3,156.69,155.2,0.02K,-0.48%
10/25/2019,155.28,155.5,156.99,155.33,0.56K,0.37%
10/26/2019,156.145,156.145,156.145,156.145,,0.56%
10/28/2019,155.29,155.4,156.075,155.025,0.03K,-0.55%
10/29/2019,154.35,155.33,156.04,154.99,0.05K,-0.61%
10/30/2019,154.9,155.4,156.075,155.25,0.06K,0.36%
10/31/2019,154.95,155.3,156.05,155.085,0.03K,0.03%
11/1/2019,154.46,155.35,157.5,154.74,0.09K,-0.32%
11/2/2019,154.86,154.86,154.86,154.86,,0.26%
11/4/2019,155.15,155.2,156,155.2,0.03K,0.19%
11/5/2019,155.45,155.2,156.975,155.15,1.58K,0.19%
11/6/2019,155.4,156.225,156.275,155.18,4.79K,-0.03%
11/7/2019,155.4,156.2,156.3,155.1,3.89K,0.00%
11/8/2019,155.4,156.2,156.25,155.075,2.06K,0.00%
11/9/2019,156.2,156.2,156.2,156.2,,0.51%
11/11/2019,155.5,156.2,156.25,154.9,2.48K,-0.45%
11/12/2019,155,156.25,156.3,155,2.00K,-0.32%
11/13/2019,154.93,155.33,156.225,155.19,0.24K,-0.05%
11/14/2019,155.98,155.33,156.99,154.91,0.30K,0.68%
11/15/2019,154.78,155.28,155.575,155.065,0.02K,-0.77%
11/16/2019,155.31,155.31,155.31,155.31,,0.34%
11/18/2019,154.87,155.45,156.755,155.065,0.53K,-0.28%
11/19/2019,155.35,155.27,156.93,155.075,0.97K,0.31%
11/20/2019,154.88,156.175,156.755,155.08,0.92K,-0.30%
11/21/2019,154.75,155.28,156.755,155.03,0.08K,-0.08%
11/22/2019,155.4,155.21,156.755,154.99,0.22K,0.42%
11/23/2019,156.2,156.2,156.2,156.2,,0.51%
11/25/2019,155,156.2,156.24,154.99,0.45K,-0.77%
11/26/2019,155.98,155.23,156.755,154.87,0.11K,0.63%
11/27/2019,155.15,155.28,156.755,155.02,0.10K,-0.53%
11/28/2019,155.24,155.22,155.47,154.98,0.13K,0.06%
11/29/2019,155.15,155.11,155.565,154.87,0.21K,-0.06%
11/30/2019,155.5,155.5,155.5,155.5,,0.23%
12/2/2019,154.75,155.275,156.755,154.75,0.10K,-0.48%
12/3/2019,154.8,154.91,156.755,154.785,0.21K,0.03%
12/4/2019,154.69,154.8,155.555,154.67,0.12K,-0.07%
12/5/2019,154.7,154.77,155.495,154.68,0.14K,0.01%
12/6/2019,153.93,154.68,155.9,154.375,0.14K,-0.50%
12/7/2019,154.555,154.555,154.555,154.555,,0.41%
12/9/2019,154.75,154.14,156.755,154.12,0.15K,0.13%
12/10/2019,155.98,154.4,156.755,154.33,0.14K,0.79%
12/11/2019,153.93,154.33,155.265,154.33,0.09K,-1.31%
12/12/2019,154.55,154.33,155.3,154.3,0.13K,0.40%
12/13/2019,153.98,154.3,155.25,154.23,0.16K,-0.37%
12/14/2019,154.65,154.65,154.65,154.65,,0.44%
12/16/2019,154.12,154.61,155.285,154.28,0.09K,-0.34%
12/17/2019,154.45,154.37,155.195,154.25,0.11K,0.21%
12/18/2019,153.97,154.25,155.445,154.22,0.12K,-0.31%
12/19/2019,153.98,154.22,155.045,154.21,0.06K,0.01%
12/20/2019,154.25,154.22,155.325,154.21,0.09K,0.18%
12/21/2019,154.95,154.95,154.95,154.95,,0.45%
12/23/2019,154.46,154.61,155.19,154.21,0.11K,-0.32%
12/24/2019,153.9,154.21,155.185,154.21,0.11K,-0.36%
12/25/2019,154.5,154.9,154.9,154.9,,0.39%
12/26/2019,154.04,154.9,155.565,154.325,0.15K,-0.30%
12/27/2019,154.35,155.38,155.59,154.6,0.16K,0.20%
12/28/2019,154.85,154.85,154.85,154.85,,0.32%
12/30/2019,154.6,154.48,155.145,154.475,0.15K,-0.16%
12/31/2019,154.5,154.87,155.205,154.665,0.12K,-0.06%
1/1/2020,154.47,154.87,155.07,154.67,0.01K,-0.02%
1/2/2020,154.6,154.87,155.24,154.41,0.15K,0.08%
1/3/2020,154.45,155,155.17,154.49,0.11K,-0.10%
1/4/2020,154.875,154.875,154.875,154.875,,0.28%
1/6/2020,154.47,154.5,155.48,154.49,0.12K,-0.26%
1/7/2020,154.58,154.87,155.25,154.555,0.13K,0.07%
1/8/2020,154.5,154.87,155.305,154.35,0.19K,-0.05%
1/9/2020,154,154.9,155.125,154.4,0.26K,-0.32%
1/10/2020,154.4,154.7,155.205,154.49,0.24K,0.26%
1/11/2020,154.93,154.93,154.93,154.93,,0.34%
1/13/2020,154.45,154.89,155.085,154.465,0.13K,-0.31%
1/14/2020,154.41,154.85,155.14,154.625,0.12K,-0.03%
1/15/2020,154.58,154.85,155.245,154.375,0.18K,0.11%
1/16/2020,153.59,154.76,155.275,154.125,0.19K,-0.64%
1/17/2020,154.27,154.66,154.975,154.26,0.20K,0.44%
1/18/2020,154.67,154.67,154.67,154.67,,0.26%
1/20/2020,154.25,154.21,154.865,154.165,0.20K,-0.27%
1/21/2020,154.25,154.65,155.01,154.425,0.20K,0.00%
1/22/2020,154.04,154.65,154.81,154.28,0.21K,-0.14%
1/23/2020,154,154.53,154.99,154.23,0.28K,-0.03%
1/24/2020,154,154.735,154.98,154.26,0.18K,0.00%
1/25/2020,154.705,154.705,154.705,154.705,,0.46%
1/27/2020,153.87,154.18,155.255,154.02,0.20K,-0.54%
1/28/2020,154.12,154.54,154.835,154.255,0.19K,0.16%
1/29/2020,154,154.63,154.865,154.27,0.14K,-0.08%
1/30/2020,153.9,154.54,154.81,154.17,0.17K,-0.06%
1/31/2020,153.74,154.55,154.905,154.09,0.17K,-0.10%
2/1/2020,154.5,154.5,154.5,154.5,,0.49%
2/3/2020,154.02,154.2,154.96,154.15,0.11K,-0.31%
2/4/2020,153.66,154.66,154.79,154.005,0.16K,-0.23%
2/5/2020,153.48,154.44,154.62,154.16,0.01K,-0.12%
2/6/2020,153.69,154.44,154.82,153.915,0.20K,0.14%
2/7/2020,154.01,154.58,154.815,154.2,0.16K,0.21%
2/8/2020,154.515,154.515,154.515,154.515,,0.33%
2/10/2020,154,154.52,155.25,154.105,0.11K,-0.33%
2/11/2020,153.92,154.65,154.82,154.17,0.11K,-0.05%
2/12/2020,153.46,154.42,154.765,153.905,0.10K,-0.30%
2/13/2020,153.88,154.42,154.735,154.04,0.09K,0.27%
2/14/2020,153.83,154.42,154.84,153.92,0.16K,-0.03%
2/15/2020,154.295,154.295,154.295,154.295,,0.30%
2/17/2020,153.9,153.72,154.615,153.72,0.09K,-0.26%
2/18/2020,153.9,154.27,154.655,154.01,0.10K,0.00%
2/19/2020,153.75,154.38,154.68,153.795,0.12K,-0.10%
2/20/2020,153.44,154.25,154.82,153.815,0.16K,-0.20%
2/21/2020,153.9,154.24,154.635,153.975,0.11K,0.30%
2/22/2020,154.3,154.3,154.3,154.3,,0.26%
2/24/2020,153.73,154.5,154.735,153.79,0.11K,-0.37%
2/25/2020,153.82,154.22,154.64,154.015,0.07K,0.06%
2/26/2020,153.34,154.22,154.63,153.78,0.09K,-0.31%
2/27/2020,153.34,154.22,154.625,153.735,0.13K,0.00%
2/28/2020,153.65,154.22,154.85,153.915,0.17K,0.20%
2/29/2020,154.165,154.165,154.165,154.165,,0.34%
3/2/2020,153.83,154.1,154.76,153.98,0.18K,-0.22%
3/3/2020,153.66,154.43,154.71,153.94,0.15K,-0.11%
3/4/2020,153.8,154.27,154.59,153.975,0.13K,0.09%
3/5/2020,153.8,154.27,154.61,153.93,0.11K,0.00%
3/6/2020,153.72,154.27,154.78,153.975,0.11K,-0.05%
3/7/2020,154.15,154.35,154.525,154.05,,0.28%
3/9/2020,155.5,154.23,157.975,153.92,0.14K,0.88%
3/10/2020,157.5,157.8,158.95,155.8,1.19K,1.29%
3/11/2020,158.4,158,158.85,154.265,1.56K,0.57%
3/12/2020,158.5,158.7,159.565,157.8,0.83K,0.06%
3/13/2020,158.5,159.08,159.665,156.7,0.31K,0.00%
3/14/2020,157.1,157.35,157.35,157.35,,-0.88%
3/16/2020,158.08,156.4,159.105,156.4,0.06K,0.62%
3/17/2020,157.9,158.9,159.475,158.075,0.30K,-0.11%
3/18/2020,157.99,158.55,159.3,158.15,0.21K,0.06%
3/19/2020,157.61,158.5,159.325,158.105,0.23K,-0.24%
3/20/2020,158.2,158.48,159.4,158.275,0.22K,0.37%
3/23/2020,157.8,158.2,158.77,158.2,0.01K,-0.25%
3/24/2020,158.9,158.2,159.565,158.15,0.32K,0.70%
3/25/2020,160,159,162.55,158.9,0.43K,0.69%
3/26/2020,167.6,161.55,168.425,159.275,0.24K,4.75%
3/27/2020,164.12,168,168.125,164,0.03K,-2.08%
3/30/2020,166,165.1,167.05,164.99,0.04K,1.15%
3/31/2020,165.75,165.43,167.3,165.095,0.06K,-0.15%
4/1/2020,165.19,166.13,166.42,165.24,0.02K,-0.34%
4/2/2020,166.25,166.13,167.2,165.75,0.22K,0.64%
4/3/2020,166.5,166.55,167.39,165.845,1.15K,0.15%
4/6/2020,166.25,167.25,167.45,165.965,0.49K,-0.15%
4/7/2020,167,166.9,167.825,165.965,0.78K,0.45%
4/8/2020,166.75,167.5,168,165.965,1.29K,-0.15%
4/9/2020,166.75,167.5,167.965,166.78,0.84K,0.00%
4/10/2020,166.05,167.25,167.25,166.15,0.02K,-0.42%
4/13/2020,165.38,166.15,167.3,165.87,0.04K,-0.40%
4/14/2020,166,166.65,167.8,165.965,0.04K,0.37%
4/15/2020,165.92,166.85,167.36,166.39,0.02K,-0.05%
4/16/2020,166.3,166.85,167.75,165.965,0.35K,0.23%
4/17/2020,165.26,167.1,167.15,163.025,0.05K,-0.63%
4/20/2020,163,163.25,167.025,162.75,0.03K,-1.37%
4/21/2020,160.11,163.6,163.665,160.68,0.06K,-1.77%
4/22/2020,159.74,161.1,161.5,159,0.07K,-0.23%
4/23/2020,159.23,160.15,161.5,159.25,0.09K,-0.32%
4/24/2020,159.86,159.95,161.5,159.47,0.04K,0.40%
